participant,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating,negativity_type,positivity_type,net_predisposition_type
3I6EY,bbs,12,gamma,-0.17718789205584073,28.7654664304132,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,13,gamma,-0.3222793125425021,28.027770172172186,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,14,gamma,-0.6425049246990469,27.883215080049112,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,15,gamma,-0.9067157639918477,28.239481548183754,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,16,gamma,-0.7475469934116035,28.141355772024312,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,17,gamma,-0.36370042899447697,27.34999956917562,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,18,gamma,-0.1979549547703563,26.502517806998917,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,19,gamma,-0.346685870445814,25.808933551818438,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,20,gamma,-0.6737360013182219,25.274755060006967,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,21,gamma,-0.7931555096059313,24.842962373712737,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,22,gamma,-0.5339240366128486,24.453904226578786,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,23,gamma,-0.2832183537978885,24.20448970431764,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,24,gamma,-0.3735000871098464,24.327458539452778,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,25,gamma,-0.971115578986609,25.19352552319055,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,26,gamma,-1.9909125055556345,26.565248603657427,1.7125,8.884374999999999,3.19375,LN,HP,LNP
