participant,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating,negativity_type,positivity_type,net_predisposition_type
PJGHY,ser,0,delta,5.416476150414114,6.298756207753179,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,1,delta,6.322630396128756,8.854301336373542,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,2,delta,6.13952873256555,16.412385318479124,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,3,delta,4.423827821999829,40.18043191186908,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,4,delta,9.257173399204703,65.5275074803935,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,5,delta,15.77669672613223,76.1443153300879,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,6,delta,12.136930894790183,79.03771702089477,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,7,delta,6.814337650203683,77.4107513845185,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,8,delta,4.240325022533071,73.25184644402418,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,9,delta,0.8594087374734016,68.56778040898348,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,10,delta,-8.717559573271174,67.8651593495226,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,11,delta,-7.328276706673989,67.42448315068233,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,12,delta,0.21580426569335742,53.97764565851345,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,13,delta,2.575205797956283,20.12012127371249,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,14,delta,0.2765336126919409,3.3416093774445965,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,15,delta,0.34154036674612476,2.1819398326089643,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,16,delta,0.8471391305479896,2.1953227064005274,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,17,delta,1.3492813220318585,2.2451105933757676,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,18,delta,1.6014305719838808,2.1918297746606767,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,19,delta,1.5954502123072043,2.048387250574656,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,20,delta,1.4366619821826299,1.9289030604913195,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,21,delta,1.1902107160251898,1.935120938955794,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,22,delta,0.9962023611749844,2.047178815103682,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,23,delta,0.9865941045270956,2.130143007562188,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,24,delta,1.07350485723668,2.0822565848618244,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,25,delta,1.0649180634569477,1.9675989877283526,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,26,delta,0.8853590467603092,1.9143827465015177,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,27,delta,0.7284428244110139,1.9560274909613167,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,28,delta,0.8482108164590938,2.000720575040588,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,29,delta,1.152821398615642,1.9449385733520905,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,30,delta,1.2936741437741013,1.8130791804476316,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,31,delta,1.0317344742406773,1.7527235801251069,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,32,delta,0.4221630215917733,1.8523734122215894,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,33,delta,-0.20112083278238213,2.0812578710546057,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,34,delta,-0.5714569812086452,2.294746151283284,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,35,delta,-0.6464461651787763,2.347075411904522,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,36,delta,-0.5196463489090911,2.231479426158681,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,37,delta,-0.3066350738079213,2.0834450680535657,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,38,delta,-0.125303924135451,2.049998359046998,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,39,delta,-0.09106293374901542,2.1383685873010965,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,40,delta,-0.2063950805756476,2.220442245938583,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,41,delta,-0.33237887379183406,2.1952401775824564,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,42,delta,-0.3349946595877138,2.1114148286748033,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,43,delta,-0.19156754434521917,2.097452613694342,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,44,delta,-0.05641417920038028,2.1755286383706776,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,45,delta,-0.08503951043771352,2.214212954527668,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,46,delta,-0.22405453908591455,2.1333438398087887,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,47,delta,-0.3471832717475296,2.0457654202733595,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,48,delta,-0.3592279938580212,2.099689331515414,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,49,delta,-0.30223860812225545,2.2546776583940322,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,50,delta,-0.31764440835755114,2.3280647538627086,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,51,delta,-0.45599384390850584,2.2358103723244858,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,52,delta,-0.6697127912137426,2.1279746698904,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,53,delta,-0.8475021945745431,2.203174738715129,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,54,delta,-0.848671019846835,2.4693810052693292,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,55,delta,-0.6619234373557026,2.738931940767377,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,56,delta,-0.38842089022015225,2.8672050955980817,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,57,delta,-0.17435875674502777,2.8839771712581492,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,58,delta,-0.07562799254517483,2.8891842645899106,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,59,delta,-0.007308555671920125,0.8267545519277957,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
PJGHY,ser,0,theta,-4.062152262902625,22.136592704627695,5.4437500000000005,5.4437500000000005,6.6625,HN,HP,HNP
